"Phecode","No. Cases with P","No. Controls with P","Odds Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"446",1,1,1,1,0.0127457840596285,78.4573154010539,"Polyarteritis nodosa and allied conditions"
"446.1",0,0,0,1,0,Inf,"Thromboangiitis obliterans"
"446.2",0,0,0,1,0,Inf,"Kawasaki disease"
"446.3",0,0,0,1,0,Inf,"Hypersensitivity angiitis"
"446.4",0,0,0,1,0,Inf,"Wegener's granulomatosis"
"446.5",0,0,0,1,0,Inf,"Giant cell arteritis"
"446.6",0,0,0,1,0,Inf,"Polyarteritis nodosa"
"446.7",0,0,0,1,0,Inf,"Takayasu's disease"
"446.8",0,0,0,1,0,Inf,"Thrombotic microangiopathy"
"446.9",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Arteritis NOS"
"447",6,0,Inf,0.0312330519201888,1.17768859146603,Inf,"Other disorders of arteries and arterioles"
"447.1",1,0,Inf,1,0.0256406640625,Inf,"Stricture of artery"
"447.7",0,1,0,1,0,39.0005499686929,"Aortic ectasia"
"448",0,0,0,1,0,Inf,"Disease of capillaries"
"450",1,1,1,1,0.0127457840596285,78.4573154010539,"Noninfectious disorders of lymphatic channels"
"451",10,1,10.0048664641232,0.0117032176314207,1.42310959199036,433.45266984184,"Phlebitis and thrombophlebitis"
"451.2",4,2,2.00022981751278,0.687466096484795,0.286613527727027,22.1153910386346,"Phlebitis and thrombophlebitis of lower extremities"
"452",23,5,4.60555717121664,0.000907067602408055,1.71201487711697,15.5145667294062,"Venous embolism & thrombosis"
"452.2",34,3,11.3545652542945,1.21242686388711e-07,3.57069335120759,57.8171988851975,"Deep vein thrombosis"
"452.8",1,0,Inf,1,0.0256406640625,Inf,"Postphlebitic syndrome"
"453",0,0,0,1,0,Inf,"Chronic venous hypertension"
"454",28,14,2.00196922977088,0.0434003941686337,1.01870924720697,4.11715758744377,"Varicose veins"
"454.1",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Varicose veins of lower extremity"
"454.11",5,3,1.6668674622634,0.726522943753084,0.32424766382492,10.7380060819769,"Varicose veins of lower extremity, symptomtic"
"455",49,26,1.88770764305896,0.0104780185144494,1.14972175945809,3.16615391976148,"Hemorrhoids"
"456",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Chronic venous insufficiency"
"457",0,0,0,1,0,Inf,"Encounter for long-term use of anticoagulants/antithrombotics"
"457.2",2,1,2.00008513905808,1,0.104105394076461,117.932198226899,"Encounter for long-term use of antiplatelets/antithrombotics"
"457.3",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Encounter for long-term use of aspirin"
"458",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Hypotension"
"458.1",20,6,3.33691645453073,0.00932308076113341,1.29181322224815,10.15670054016,"Orthostatic hypotension"
"458.2",1,0,Inf,1,0.0256406640625,Inf,"Iatrogenic hypotension"
"458.9",32,3,10.6861711675973,4.11564662292056e-07,3.34260600351751,54.5278748333245,"Hypotension NOS"
"459",2,1,2.00008513905808,1,0.104105394076461,117.932198226899,"Other disorders of circulatory system"
"459.1",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Hemorrhage NOS"
"459.7",0,0,0,1,0,Inf,"Blood vessel replaced"
"459.9",2,1,2.00008513905808,1,0.104105394076461,117.932198226899,"Circulatory disease NEC"
"464",502,378,1.34038044528534,2.44057054575307e-05,1.16794402128247,1.53922193205112,"Acute sinusitis"
"465",822,691,1.20155204521714,0.000583176330571602,1.08144313146807,1.33526796483245,"Acute upper respiratory infections"
"465.2",895,787,1.14671999657869,0.00708406575981963,1.03758120379592,1.2675125559048,"Acute pharyngitis"
"465.4",6,5,1.20007727838842,1,0.305044885453678,4.97207533346465,"Acute laryngitis and tracheitis"
"470",140,86,1.63429032176083,0.000377821428554173,1.23919829382216,2.16574903067744,"Deviated nasal septum"
"471",11,1,11.0043501413709,0.00633717322830968,1.59944249467956,472.855661984766,"Nasal polyps"
"472",51,33,1.54744084612215,0.0625735876553206,0.978880657458464,2.47702432376002,"Chronic pharyngitis and nasopharyngitis"
"473",10,3,3.33522767082828,0.0922094126736094,0.85842363852428,18.8602385625561,"Diseases of the larynx and vocal cords"
"473.1",0,2,0,0.499981920086784,0,5.32450932101021,"Chronic laryngitis"
"473.3",5,1,5.00101445510208,0.218699148405338,0.559547202411505,236.313112248479,"Paralysis/spasm of vocal cords or larynx"
"473.4",19,7,2.71670104812633,0.0288852289091101,1.09307242984275,7.65028265022812,"Voice disturbance"
"474",12,14,0.857024357253413,0.844946082307132,0.361965525454956,1.99709421195258,"Acute and chronic tonsillitis"
"474.1",69,77,0.895586814281311,0.561483986353901,0.637041823173967,1.25696874322586,"Acute tonsillitis"
"474.2",151,134,1.12826079566081,0.340765831456152,0.887001543782898,1.43634819434037,"Chronic tonsillitis and adenoiditis"
"475",185,113,1.64576842056964,3.26908836840781e-05,1.29376117645815,2.101143941643,"Chronic sinusitis"
"475.9",9,3,3.00137510145988,0.145908690992822,0.748772921678584,17.237432722716,"Postnasal drip"
"476",791,606,1.32378423982648,4.21804967348468e-07,1.18603050421287,1.47814355270322,"Allergic rhinitis"
"477",35,20,1.75185750168693,0.0578158596670048,0.983160051873964,3.2044788285858,"Epistaxis or throat hemorrhage"
"478",29,12,2.41970645751572,0.0114475996110412,1.19685087952829,5.20791024392865,"Throat pain"
"479",86,41,2.10436413051748,7.76744590706648e-05,1.43340626683542,3.1340518385954,"Other upper respiratory disease"
"480",99,44,2.25895891737367,4.62381222422243e-06,1.56717939160707,3.3024943231666,"Pneumonia"
"480.1",33,6,5.5103264118672,1.41160736088913e-05,2.27902806079731,16.0964321922698,"Bacterial pneumonia"
"480.11",5,0,Inf,0.0624774013343804,0.91648278640558,Inf,"Pneumococcal pneumonia"
"480.12",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Pseudomonal pneumonia"
"480.13",5,0,Inf,0.0624774013343804,0.91648278640558,Inf,"MRSA pneumonia"
"480.2",2,4,0.499942552223058,0.687466096484795,0.0452173781712946,3.48901884684385,"Viral pneumonia"
"480.3",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Pneumonia due to fungus"
"480.5",3,4,0.749955992216476,1,0.109856309512206,4.43385437805421,"Bronchopneumonia and lung abscess"
"481",28,29,0.965439940179006,1,0.553175072116008,1.68256901315834,"Influenza"
"483",230,115,2.0168525887686,4.59056060996264e-10,1.60335048340389,2.54864174999978,"Acute bronchitis and bronchiolitis"
"495",892,354,2.62448325448892,2.49356339447734e-56,2.3122015977741,2.98404453009536,"Asthma"
"495.1",5,2,2.50060499840729,0.453065668848391,0.409278544143079,26.2729609846638,"Chronic obstructive asthma"
"495.11",6,0,Inf,0.0312330519201888,1.17768859146603,Inf,"Chronic obstructive asthma with exacerbation"
"495.2",154,70,2.21346313182891,1.77422381532345e-08,1.65636710998422,2.98310077804785,"Asthma with exacerbation"
"496",11,4,2.75145201828845,0.118369819444808,0.815007094345622,11.8533952238333,"Chronic airway obstruction"
"496.1",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Emphysema"
"496.2",5,3,1.6668674622634,0.726522943753084,0.32424766382492,10.7380060819769,"Chronic bronchitis"
"496.21",5,6,0.833279671241588,1,0.201123259993564,3.27820608600846,"Obstructive chronic bronchitis"
"496.3",5,1,5.00101445510208,0.218699148405338,0.559547202411505,236.313112248479,"Bronchiectasis"
"497",55,31,1.77723791821597,0.0125356623803219,1.12353320564168,2.85778407517544,"Bronchitis"
"498",21,9,2.33542996059813,0.0426626824413808,1.02485456828341,5.79390455576893,"Acute bronchospasm"
"499",2,2,1,1,0.0724972999730408,13.7936171467333,"Cystic fibrosis"
"500",1,0,Inf,1,0.0256406640625,Inf,"Lung disease due to external agents"
"500.1",0,0,0,1,0,Inf,"Extrinsic allergic alveolitis"
"500.2",0,0,0,1,0,Inf,"Pneumoconiosis"
"501",28,4,7.01170049362743,1.91069933648548e-05,2.45208784457186,27.520298655125,"Pneumonitis due to inhalation of food or vomitus"
"502",0,0,0,1,0,Inf,"Postinflammatory pulmonary fibrosis"
"503",11,2,5.5031480982256,0.0224306477389857,1.20075146929385,51.0903629954568,"Pulmonary congestion and hypostasis"
"504",0,1,0,1,0,39.0005499686929,"Other alveolar and parietoalveolar pneumonopathy"
"504.1",0,0,0,1,0,Inf,"Idiopathic fibrosing alveolitis"
"505",9,1,9.00464251268305,0.0214621330590601,1.24746877010085,394.041276850179,"Other pulmonary inflamation or edema"
"506",18,15,1.20025112473349,0.728175177681555,0.570964534343043,2.5596922171158,"Empyema and pneumothorax"
"507",47,11,4.28343519286099,1.98505141192885e-06,2.18861200828644,9.16319528259466,"Pleurisy; pleural effusion"
"508",42,9,4.67739366868885,3.32368602179296e-06,2.24322945709841,10.9346871617077,"Pulmonary collapse; interstitial/compensatory emphysema"
"509",13,3,4.33602611984641,0.0212346133768042,1.19123209209502,23.727504179091,"Respiratory failure, insufficiency, arrest"
"509.1",103,13,7.9745090243296,1.30620042429655e-18,4.46017577368058,15.4904603930377,"Respiratory failure"
"509.2",43,5,8.623157363538,1.33343760633567e-08,3.42127353013885,27.8898973723447,"Respiratory insufficiency"
"509.3",1,0,Inf,1,0.0256406640625,Inf,"Pulmonary insufficiency or respiratory failure following trauma and surgery"
"509.5",0,0,0,1,0,Inf,"Respiratory arrest"
"509.8",5,2,2.50060499840729,0.453065668848391,0.409278544143079,26.2729609846638,"Dependence on respirator [Ventilator] or supplemental oxygen"
"510",17,10,1.70081914757074,0.2475566504593,0.735198565874687,4.15804111913554,"Other diseases of lung"
"510.1",1,0,Inf,1,0.0256406640625,Inf,"Lung involvement in conditions classified elsewhere"
"510.2",0,0,0,1,0,Inf,"Lung transplant"
"512",0,0,0,1,0,Inf,"Wheezing and painful respiration"
"512.1",29,14,2.07361665714759,0.0314087662573434,1.06056310936284,4.24856209155983,"Wheezing"
"512.2",14,4,3.50206404973494,0.0308306207742768,1.09958470521552,14.6116338186452,"Painful respiration"
"512.3",4,1,4.00041720599322,0.374954797765157,0.395837785495157,196.860649807576,"Abnormal chest sounds"
"512.7",145,54,2.70307266476109,7.15069663238562e-11,1.96285679798399,3.77028433536145,"Shortness of breath"
"512.8",400,235,1.72299739031776,3.59260885448128e-11,1.46029920367605,2.03667372178766,"Cough"
"512.9",91,42,2.17432584301071,2.47802062220807e-05,1.49142078284748,3.21615635360697,"Other dypnea"
"513",6,0,Inf,0.0312330519201888,1.17768859146603,Inf,"Respiratory abnormalities"
"513.3",1,1,1,1,0.0127457840596285,78.4573154010539,"Hypoventilation"
"513.31",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Apnea"
"513.32",0,0,0,1,0,Inf,"Orthopnea"
"513.4",4,0,Inf,0.124972880620536,0.660181199687277,Inf,"Hyperventilation"
"513.8",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Disorders of diaphragm"
"514",17,6,2.83564991432726,0.0346157149876232,1.06630493994947,8.78553691810317,"Abnormal findings examination of lungs"
"514.1",1,0,Inf,1,0.0256406640625,Inf,"Abnormal pulmonary function"
"514.2",0,1,0,1,0,39.0005499686929,"Solitary pulmonary nodule"
"516",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Abnormal sputum"
"516.1",5,1,5.00101445510208,0.218699148405338,0.559547202411505,236.313112248479,"Hemoptysis"
"519",1,2,0.499978716141524,1,0.00847944848849525,9.60565020545951,"Diseases of respiratory system"
"519.1",1,0,Inf,1,0.0256406640625,Inf,"Tracheostomy complications"
"519.2",2,2,1,1,0.0724972999730408,13.7936171467333,"Respiratory complications"
"519.8",9,6,1.50029603363936,0.607139321920151,0.476767864204227,5.12375750659288,"Other diseases of respiratory system"
"519.9",5,1,5.00101445510208,0.218699148405338,0.559547202411505,236.313112248479,"Symptoms involving respiratory system"
"520",0,0,0,1,0,Inf,"Disorders of tooth development"
"520.1",0,0,0,1,0,Inf,"Hereditary disturbances in tooth structure"
"520.2",39,35,1.11460413632398,0.727194921228843,0.68750308074603,1.81328026779041,"Disturbances in tooth eruption"
"521",0,0,0,1,0,Inf,"Diseases of hard tissues of teeth"
"521.1",14,4,3.50206404973494,0.0308306207742768,1.09958470521552,14.6116338186452,"Dental caries"
"521.2",0,0,0,1,0,Inf,"Dental abrasion, erosion and attrition"
"521.4",0,0,0,1,0,Inf,"Tooth complications likely association with other diseases"
"522",0,0,0,1,0,Inf,"Diseases of pulp and periapical tissues"
"522.1",0,0,0,1,0,Inf,"Pulpitis and necrosis of tooth pulp"
"522.5",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Periapical abscess"
"523",1,1,1,1,0.0127457840596285,78.4573154010539,"Gingival and periodontal diseases"
"523.1",4,0,Inf,0.124972880620536,0.660181199687277,Inf,"Gingivitis"
"523.3",0,0,0,1,0,Inf,"Periodontitis (acute or chronic)"
"523.31",3,2,1.50007892602058,1,0.171809090153529,17.9562509656687,"Acute periodontitis"
"523.32",0,0,0,1,0,Inf,"Chronic periodontitis"
"524",5,2,2.50060499840729,0.453065668848391,0.409278544143079,26.2729609846638,"Dentofacial anomalies, including malocclusion"
"524.3",14,5,2.80188365173396,0.0634783036627555,0.953278370526026,9.94018669441128,"Anomalies of tooth position/malocclusion"
"525",16,3,5.33791879118288,0.00441222788137407,1.52747934694353,28.5730844156936,"Other diseases of the teeth and supporting structures"
"525.1",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Loss of teeth or edentulism"
"525.2",0,0,0,1,0,Inf,"Atrophy of edentulous alveolar ridge"
"526",1,4,0.249973927344841,0.374954797765157,0.0050797353405948,2.5262873748879,"Diseases of the jaws"
"526.1",1,2,0.499978716141524,1,0.00847944848849525,9.60565020545951,"Cysts of the jaws"
"526.3",23,17,1.35350958614791,0.429254646525384,0.691710662737398,2.7003692950807,"Anomalies of jaw size/symmetry"
"526.4",8,6,1.33350806807232,0.790474305024081,0.40563159039141,4.6634633972089,"Temporomandibular joint disorders"
"526.41",18,10,1.8009942759897,0.184710543910384,0.787905255224964,4.36875576010728,"Temporomandibular joint disorder NOS"
"526.42",4,4,1,1,0.186203523423341,5.3704676561166,"Arthralgia/ankylosis of temporomandibular joint"
"526.5",2,2,1,1,0.0724972999730408,13.7936171467333,"Inflammatory conditions of jaw"
"526.8",0,0,0,1,0,Inf,"Exostosis of jaw"
"526.9",4,1,4.00041720599322,0.374954797765157,0.395837785495157,196.860649807576,"Jaw disease NOS"
"527",0,1,0,1,0,39.0005499686929,"Diseases of the salivary glands"
"527.1",0,0,0,1,0,Inf,"Hypertrophy of salivary gland"
"527.2",2,3,0.666631590280923,1,0.055690912424422,5.82041380410315,"Sialoadenitis"
"527.7",1,0,Inf,1,0.0256406640625,Inf,"Disturbance of salivary secretion"
"527.8",1,0,Inf,1,0.0256406640625,Inf,"Other specified diseases of the salivary glands"
"528",4,3,1.33341157398386,1,0.225537402615115,9.10279987048802,"Diseases of the oral soft tissues"
"528.1",5,0,Inf,0.0624774013343804,0.91648278640558,Inf,"Stomatitis and mucositis"
"528.11",1,0,Inf,1,0.0256406640625,Inf,"Ulcerative stomatitis & mucositis"
"528.12",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Oral aphthae"
"528.3",0,1,0,1,0,39.0005499686929,"Cellulitis and abscess of oral soft tissues"
"528.4",0,0,0,1,0,Inf,"Cysts of oral soft tissues"
"528.41",1,0,Inf,1,0.0256406640625,Inf,"Cyst of the salivary gland"
"528.5",10,9,1.11118551260428,1,0.405644056896804,3.09161058416513,"Diseases of lips"
"528.6",0,0,0,1,0,Inf,"Leukoplakia of oral mucosa"
"528.7",0,2,0,0.499981920086784,0,5.32450932101021,"Sialolithiasis"
"529",0,3,0,0.249972880130175,0,2.41986296452244,"Diseases of the tongue"
"529.1",1,1,1,1,0.0127457840596285,78.4573154010539,"Glossitis"
"529.6",0,0,0,1,0,Inf,"Glossodynia"
"530",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Diseases of esophagus"
"530.1",30,11,2.73108263293788,0.00429600261988876,1.32970324708672,6.04278204767701,"Esophagitis, GERD and related diseases"
"530.11",319,101,3.2094309488879,8.5184851281498e-28,2.55466093917539,4.06022238840762,"GERD"
"530.12",7,0,Inf,0.0156131372022007,1.44168304781675,Inf,"Ulcer of esophagus"
"530.13",0,1,0,1,0,39.0005499686929,"Barrett's esophagus"
"530.14",39,13,3.00572150820957,0.000404591604313886,1.56968845347523,6.13977831067169,"Reflux esophagitis"
"530.15",6,4,1.50018745627249,0.753861746807854,0.355666003723527,7.2297081576342,"Eosinophilic esophagitis"
"530.2",0,1,0,1,0,39.0005499686929,"Esophageal bleeding"
"530.3",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Stricture and stenosis of esophagus"
"530.5",1,0,Inf,1,0.0256406640625,Inf,"Disorders of esophageal motility"
"530.6",0,0,0,1,0,Inf,"Diverticulum of esophagus, acquired"
"530.7",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Gastroesophageal laceration-hemorrhage syndrome"
"530.9",4,1,4.00041720599322,0.374954797765157,0.395837785495157,196.860649807576,"Heartburn"
"531",0,0,0,1,0,Inf,"Peptic ulcer"
"531.1",1,0,Inf,1,0.0256406640625,Inf,"Hemorrhage from gastrointestinal ulcer"
"531.2",7,3,2.33407910615989,0.343661000054015,0.532683330568938,13.9904301841007,"Gastric ulcer"
"531.3",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Duodenal ulcer"
"531.4",5,0,Inf,0.0624774013343804,0.91648278640558,Inf,"Peptic ulcers"
"531.5",0,1,0,1,0,39.0005499686929,"Gastrojejunal ulcer"
"532",77,17,4.54872056312565,2.53497671540505e-10,2.66368858439092,8.21329398684115,"Dysphagia"
"533",7,4,1.75033443754228,0.548746535814398,0.44485606428426,8.15574598660003,"Heartburn"
"535",0,0,0,1,0,Inf,"Gastritis and duodenitis"
"535.1",24,8,3.00354596443866,0.00696852559258956,1.30475490950878,7.73658936059886,"Acute gastritis"
"535.2",3,3,1,1,0.133900497374335,7.46823215454069,"Atrophic gastritis"
"535.6",3,2,1.50007892602058,1,0.171809090153529,17.9562509656687,"Duodenitis"
"535.8",18,4,4.50412051606366,0.00432876713040967,1.48325431962412,18.2930353262805,"Other specified gastritis"
"535.9",74,17,4.3705226886296,1.12563789289081e-09,2.55275678904648,7.90633641535271,"Gastritis and duodenitis, NOS"
"536",0,0,0,1,0,Inf,"Disorders of function of stomach"
"536.3",26,6,4.33916562042235,0.000531293035559172,1.74602823762455,12.8967894237286,"Gastroparesis"
"536.7",10,1,10.0048664641232,0.0117032176314207,1.42310959199036,433.45266984184,"Complications of gastrostomy, colostomy and enterostomy"
"536.8",23,17,1.35350958614791,0.429254646525384,0.691710662737398,2.7003692950807,"Dyspepsia and disorders of function of stomach"
"537",7,3,2.33407910615989,0.343661000054015,0.532683330568938,13.9904301841007,"Other disorders of stomach and duodenum"
"537.1",0,0,0,1,0,Inf,"Lesions of stomach and duodenum"
"539",5,5,1,1,0.230087447551723,4.34617364241569,"Bariatric surgery"
"540",1,0,Inf,1,0.0256406640625,Inf,"Appendiceal conditions"
"540.1",5,1,5.00101445510208,0.218699148405338,0.559547202411505,236.313112248479,"Appendicitis"
"540.11",34,21,1.62053591694763,0.104444758490311,0.91332138099169,2.93996073770304,"Acute appendicitis"
"550",3,2,1.50007892602058,1,0.171809090153529,17.9562509656687,"Abdominal hernia"
"550.1",20,16,1.25034941582851,0.617488398958094,0.615316731004168,2.58161697041348,"Inguinal hernia"
"550.2",11,3,3.6683262071416,0.0573111952145358,0.968836351214362,20.4827547506664,"Diaphragmatic hernia"
"550.3",0,0,0,1,0,Inf,"Femoral hernia"
"550.4",5,1,5.00101445510208,0.218699148405338,0.559547202411505,236.313112248479,"Umbilical hernia"
"550.5",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Ventral hernia"
"550.6",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Incisional hernia"
"555",0,0,0,1,0,Inf,"Inflammatory bowel disease"
"555.1",48,25,1.92314911411311,0.00944858407529345,1.16171700643645,3.25674479102186,"Crohn's disease"
"555.2",23,20,1.15024323310008,0.760609800887859,0.603818334227822,2.20916841444694,"Ulcerative colitis"
"555.21",2,2,1,1,0.0724972999730408,13.7936171467333,"Ulcerative colitis (chronic)"
"556",0,0,0,1,0,Inf,"Ulceration of the lower GI tract"
"556.1",1,1,1,1,0.0127457840596285,78.4573154010539,"Ulceration of intestine"
"556.11",0,0,0,1,0,Inf,"Angiodysplasia of intestine"
"557",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Intestinal malabsorption"
"557.1",2,2,1,1,0.0724972999730408,13.7936171467333,"Celiac or tropical sprue"
"557.11",22,8,2.75284508343902,0.0160684722763284,1.17980376769614,7.15435883673289,"Celiac disease"
"557.8",1,1,1,1,0.0127457840596285,78.4573154010539,"Other specified intestinal malabsorption"
"557.9",3,3,1,1,0.133900497374335,7.46823215454069,"Intestinal malabsorption NOS"
"558",122,43,2.85359726172625,5.29105131118034e-10,1.99867928519035,4.14315124965174,"Noninfectious gastroenteritis"
"559",5,3,1.6668674622634,0.726522943753084,0.32424766382492,10.7380060819769,"Ileostomy status"
"560",0,0,0,1,0,Inf,"Intestinal obstruction without mention of hernia"
"560.1",8,4,2.00051930004015,0.387590414015742,0.535798563217877,9.08077402842286,"Paralytic ileus"
"560.2",11,0,Inf,0.000974621585712734,2.51130199904392,Inf,"Impaction of intestine"
"560.3",5,1,5.00101445510208,0.218699148405338,0.559547202411505,236.313112248479,"Peritoneal or intestinal adhesions"
"560.4",27,9,3.00398069825488,0.00391047344785308,1.37059225679776,7.26268952490427,"Other intestinal obstruction"
"561",21,15,1.40058554209918,0.404724399956601,0.68791373256001,2.92196270512725,"Symptoms involving digestive system"
"561.1",248,92,2.7266228420864,7.12549427789104e-18,2.13528402020911,3.50653688044057,"Diarrhea"
"561.2",41,12,3.42337334786524,8.04908119133986e-05,1.76439521166035,7.15942912708593,"Flatulence"
"562",0,0,0,1,0,Inf,"Diverticulosis and diverticulitis"
"562.1",0,1,0,1,0,39.0005499686929,"Diverticulosis"
"562.2",0,0,0,1,0,Inf,"Diverticulitis"
"563",266,62,4.35434578689787,1.43413866500994e-31,3.28830024805875,5.84437041494878,"Constipation"
"564",15,7,2.14403089174965,0.133646109449379,0.822556337628844,6.21811954493933,"Functional digestive disorders"
"564.1",91,28,3.2650555783289,5.39971388069826e-09,2.11549237031258,5.18456707492022,"Irritable Bowel Syndrome"
"564.8",12,4,3.00180890030343,0.0767283963927895,0.909437674395598,12.7705203141704,"Abnormal findings on exam of gastrointestinal tract/abdominal area"
"564.9",0,0,0,1,0,Inf,"History of diseases of digestive system"
"565",41,17,2.41602405321643,0.00220925690025338,1.341786862376,4.53761716558753,"Anal and rectal conditions"
"565.1",0,0,0,1,0,Inf,"Anal and rectal polyp"
"567",12,1,12.0127564937807,0.00341108695364132,1.7762793407941,512.250145577951,"Peritonitis and retroperitoneal infections"
"568",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Other disorders of peritoneum"
"568.1",4,2,2.00022981751278,0.687466096484795,0.286613527727027,22.1153910386346,"Peritoneal adhesions (postoperative) (postinfection)"
"569",16,5,3.20269676436284,0.0265475817264436,1.1206202776155,11.1808357930638,"Other disorders of intestine"
"569.1",1,0,Inf,1,0.0256406640625,Inf,"Toxic gastroenteritis and colitis"
"569.2",7,0,Inf,0.0156131372022007,1.44168304781675,Inf,"Gastrointestinal complications"
"571",0,0,0,1,0,Inf,"Chronic liver disease and cirrhosis"
"571.5",38,15,2.5376142643228,0.00216927225641477,1.36288157166036,4.96799038370367,"Chronic nonalcoholic liver disease"
"571.51",3,2,1.50007892602058,1,0.171809090153529,17.9562509656687,"Cirrhosis of liver without mention of alcohol"
"571.6",1,1,1,1,0.0127457840596285,78.4573154010539,"Biliary cirrhosis"
"571.8",4,1,4.00041720599322,0.374954797765157,0.395837785495157,196.860649807576,"Liver abscess and sequelae of chronic liver disease"
"571.81",1,1,1,1,0.0127457840596285,78.4573154010539,"Portal hypertension"
"572",10,1,10.0048664641232,0.0117032176314207,1.42310959199036,433.45266984184,"Ascites (non malignant)"
"573",12,2,6.00390098901845,0.0129177711547448,1.33626748523109,55.198534023361,"Disorders of liver"
"573.1",0,0,0,1,0,Inf,"Chronic passive congestion of liver"
"573.2",5,1,5.00101445510208,0.218699148405338,0.559547202411505,236.313112248479,"Liver replaced by transplant"
"573.3",8,4,2.00051930004015,0.387590414015742,0.535798563217877,9.08077402842286,"Hepatomegaly"
"573.4",7,1,7.00256823481139,0.0702729523356312,0.899457616404829,315.193616186098,"Acute and subacute necrosis of liver"
"573.5",13,3,4.33602611984641,0.0212346133768042,1.19123209209502,23.727504179091,"Jaundice"
"573.6",11,2,5.5031480982256,0.0224306477389857,1.20075146929385,51.0903629954568,"Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]"
"573.7",47,12,3.92614908829477,5.0144076219194e-06,2.04968206634117,8.13355825834877,"Abnormal results of function study of liver"
"573.8",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Other specified disorders of liver"
"573.9",34,9,3.78415847548149,0.000168271220202976,1.77678625643578,8.97533589075381,"Abnormal serum enzyme levels"
"573.91",37,10,3.70677425691846,9.7215169349539e-05,1.80660018554587,8.362513174708,"Elevated levels of transaminase or lactic acid dehydrogenase"
"574",0,0,0,1,0,Inf,"Cholelithiasis and cholecystitis"
"574.1",33,14,2.36045491021661,0.00789067449573787,1.22850171799257,4.77595946500535,"Cholelithiasis"
"574.11",4,0,Inf,0.124972880620536,0.660181199687277,Inf,"Cholelithiasis with acute cholecystitis"
"574.12",12,6,2.00080895017941,0.23773084640181,0.694748757464176,6.49958572579455,"Cholelithiasis with other cholecystitis"
"574.2",4,3,1.33341157398386,1,0.225537402615115,9.10279987048802,"Calculus of bile duct"
"574.3",26,8,3.25440505587553,0.00291819401504568,1.43006346190564,8.32098187446555,"Cholecystitis without cholelithiasis"
"575",0,0,0,1,0,Inf,"Other biliary tract disease"
"575.1",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Cholangitis"
"575.2",1,1,1,1,0.0127457840596285,78.4573154010539,"Obstruction of bile duct"
"575.6",0,0,0,1,0,Inf,"Cholesterolosis of gallbladder"
"575.7",13,5,2.60156394805422,0.0961448921946009,0.870033816714447,9.32424307468989,"Other disorders of gallbladder"
"575.8",5,3,1.6668674622634,0.726522943753084,0.32424766382492,10.7380060819769,"Other disorders of biliary tract"
"575.9",0,0,0,1,0,Inf,"Nonspecific abnormal findings on exam of biliary tract"
"577",1,1,1,1,0.0127457840596285,78.4573154010539,"Diseases of pancreas"
"577.1",40,8,5.01116484982777,3.24560105792131e-06,2.3129375133644,12.3995406514317,"Acute pancreatitis"
"577.2",8,2,4.00128473900178,0.109311437806262,0.798367660292035,38.6932368444139,"Chronic pancreatitis"
"577.3",2,1,2.00008513905808,1,0.104105394076461,117.932198226899,"Cyst and pseudocyst of pancreas"
"578",0,0,0,1,0,Inf,"Gastrointestinal hemorrhage"
"578.1",29,5,5.80964663628677,3.81690343273864e-05,2.22277604593229,19.22740892355,"Hematemesis"
"578.2",49,16,3.06992014949184,4.98592248697567e-05,1.71505360091387,5.78578804361177,"Blood in stool"
"578.8",50,27,1.85489149719073,0.0115576005429718,1.13856054990999,3.08311213720153,"Hemorrhage of rectum and anus"
"578.9",26,9,2.89250754231264,0.0059572526404904,1.31277080932622,7.01791316389988,"Hemorrhage of gastrointestinal tract"
"579",30,7,4.29240900137651,0.000189294777071887,1.8466389043228,11.5821754167962,"Other symptoms involving abdomen and pelvis"
