"Phecode","Number of Schizophrenia Patients","Number of Non-Schizophrenic Participants","Hazard Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"686",1,3,0.335611181756713,0.344408745839499,0.0349071047868681,3.22670315993982,"Other local infections of skin and subcutaneous tissue"
"686.1",4,1,4.05119212129075,0.210835675474103,0.452770408546763,36.2483000076918,"Carbuncle and furuncle"
"686.2",4,1,4.09428045326222,0.207438058174934,0.457512930878508,36.639691030758,"Impetigo"
"686.3",2,2,1.00477190334744,0.996201707061951,0.141530920825862,7.13318737605478,"Pilonidal cyst"
"686.4",0,3,4.57476025552662e-09,0.998205106033796,0,Inf,"Pyogenic granuloma"
"686.5",3,0,218017110.358361,0.998205511504849,0,Inf,"Pyoderma"
"686.9",14,10,1.40319480798393,0.413273079124214,0.623275866071343,3.15904365359733,"Unspecified local infection of skin and subcutaneous tissue"
"687",22,3,7.37892113849408,0.00116546633822736,2.20843480683818,24.6547812955678,"Symptoms affecting skin"
"687.1",92,24,3.99657298232813,1.52681910926819e-09,2.54970745407028,6.26448166732891,"Rash and other nonspecific skin eruption"
"687.2",9,3,3.16750723095339,0.0838823683911966,0.85699551425366,11.7072982195008,"Localized superficial swelling, mass, or lump"
"687.3",3,2,1.4993971024797,0.657248417871641,0.250532251347197,8.97366170956131,"Changes in skin texture"
"687.4",186,58,3.32583145939622,1.38293587465116e-15,2.47644371767906,4.46654806541543,"Disturbance of skin sensation"
"689",35,22,1.62899694842868,0.0730162067779999,0.955500757232184,2.77721502354091,"Dermatosis NOS"
"690",0,0,NA,NA,NA,NA,"Seborheic dermatitis"
"690.1",15,35,0.438949690155009,0.00763747856247778,0.239714990310475,0.803774641867937,"Seborrheic dermatitis"
"691",11,21,0.526733462529385,0.0850206350470964,0.253955719367013,1.09250597403255,"Other congenital anomalies of skin"
"691.1",0,0,NA,NA,NA,NA,"Ichthyosis congenita"
"691.3",1,1,1.0042129391338,0.997628100237814,0.0628123302016721,16.0548673148398,"Congenital pigmentary anomalies of skin"
"694",4,4,1.01449651678473,0.983762250403789,0.253695773072911,4.05684008882782,"Dyschromia and Vitiligo"
"694.1",1,3,0.332347544218778,0.34008909164281,0.0345706600309245,3.195047188843,"Vitiligo"
"694.2",43,111,0.395277725734889,2.38469914971893e-07,0.277961273503124,0.5621088092345,"Other dyschromia"
"694.3",1,0,240140089.747464,0.998960503451326,0,Inf,"Vascular disorders of skin"
"695",0,0,NA,NA,NA,NA,"Erythematous conditions"
"695.1",2,0,224862879.794937,0.998532592316005,0,Inf,"Toxic erythema"
"695.2",0,0,NA,NA,NA,NA,"Bullous dermatoses"
"695.21",0,1,4.67989290853723e-09,0.998965122021586,0,Inf,"Dermatitis herpetiformis"
"695.22",11,9,1.22819047226454,0.647475455695561,0.508925445709658,2.96399374186913,"Pemphigus and pemphigoid"
"695.3",40,59,0.695235543224538,0.0760467845297684,0.465291105433723,1.03881732300075,"Rosacea"
"695.4",0,0,NA,NA,NA,NA,"Discoid lupus erythematosus"
"695.41",26,10,2.63770224280833,0.0091722240433906,1.27165895945122,5.4711784712456,"Lupus erythematosus"
"695.42",178,55,3.24722235946623,2.26724105672151e-14,2.39990502815936,4.39369597050456,"Systemic lupus erythematosus"
"695.6",12,2,6.14542545077898,0.0174469777525884,1.37527543133238,27.4608657369046,"Prurigo"
"695.7",7,11,0.639407547151841,0.355014639146463,0.247857722419644,1.6495028170336,"Lichen"
"695.8",15,14,1.0903671306004,0.815929153779062,0.526286990700427,2.25903452014168,"Other specified erythematous conditions"
"695.81",2,1,2.00492350690467,0.570070291532538,0.181790548857309,22.1118110584179,"Erythema nodosum"
"695.9",3,0,222981821.205701,0.998203543042551,0,Inf,"Unspecified erythematous condition"
"696",0,0,NA,NA,NA,NA,"Psoriasis & related disorders"
"696.2",2,0,221623391.717116,0.998533606719915,0,Inf,"Parapsoriasis"
"696.3",0,0,NA,NA,NA,NA,"Pityriasis"
"696.4",0,0,NA,NA,NA,NA,"Psoriasis"
"696.41",79,75,1.06770099417678,0.684555648939018,0.778386093110906,1.46455007746865,"Psoriasis vulgaris"
"696.42",35,22,1.59575232133651,0.0858630231351274,0.93619253454474,2.71998053508208,"Psoriatic arthropathy"
"697",49,21,2.35935422671369,0.00100120038390556,1.41488279441351,3.93428515004251,"Sarcoidosis"
"698",56,16,3.61405049716632,5.86288753476962e-06,2.07318758945433,6.30013466340781,"Pruritus and related conditions"
"700",181,132,1.38741025568858,0.00423234256674346,1.10856704324864,1.73639224556859,"Corns and callosities"
"701",9,10,0.907062263828409,0.831881041775169,0.368571481388586,2.23229954569946,"Other hypertrophic and atrophic conditions of skin"
"701.1",124,82,1.52217532912134,0.00316378032877382,1.15157438335154,2.01204348245592,"Keratoderma, acquired"
"701.2",17,28,0.623813731643686,0.124915091662965,0.341412820630893,1.13980362854601,"Scar conditions and fibrosis of skin"
"701.3",8,13,0.619769023216445,0.28704698407508,0.256877506146514,1.49531832467877,"Circumscribed scleroderma"
"701.4",8,10,0.803533835271706,0.644721393031941,0.317116635304318,2.0360540966476,"Keloid scar"
"701.5",3,2,1.51945073179027,0.64676289402218,0.253877975664699,9.09385904899112,"Abnormal granulation tissue"
"701.6",0,0,NA,NA,NA,NA,"Acquired acanthosis nigricans"
"702",0,1,4.5719354121408e-09,0.998963830583221,0,Inf,"Other dermatoses"
"702.1",249,545,0.458712906784353,2.24233117419672e-24,0.394846777524164,0.532909327942213,"Actinic keratosis"
"702.2",166,561,0.297287615277786,6.84059148270819e-43,0.250014448066432,0.353499275266161,"Seborrheic keratosis"
"702.4",5,0,219807208.583829,0.997682264166204,0,Inf,"Degenerative skin disorders"
"703",31,22,1.41635679220852,0.211821659462339,0.820100697347698,2.44612224977136,"Diseases of nail"
"703.1",211,158,1.35858874077592,0.00359108962590196,1.10537987644602,1.66980004421425,"Ingrowing nail"
"703.8",242,105,2.32500369152584,5.2219109768243e-13,1.84903359028672,2.92349592457677,"Other specified diseases of nail"
"704",0,1,4.54946605066963e-09,0.998963440322548,0,Inf,"Diseases of hair and hair follicles"
"704.1",16,14,1.18509802188819,0.642734105864217,0.578270214738842,2.42872153136502,"Alopecia"
"704.11",4,10,0.400111193452248,0.121544077140127,0.12548644554306,1.27574708513716,"Alopecia Areata"
"704.12",1,0,219521884.454902,0.998963608854398,0,Inf,"Telogen effluvium"
"704.2",5,6,0.833321896453893,0.76332708766027,0.254320244272253,2.73051555567917,"Hirsutism"
"704.8",3,3,1.01638579513266,0.984120172234556,0.205108631821651,5.03655099920764,"Other specified diseases of hair and hair follicles"
"705",0,0,NA,NA,NA,NA,"Disorders of sweat glands"
"705.1",2,1,2.00630696874427,0.569687821242314,0.18191609613967,22.1270560343453,"Dyshidrosis"
"705.3",12,3,4.0556615322175,0.0300927892544629,1.14437365096503,14.373269124152,"Hidradenitis"
"705.8",16,10,1.6480367090222,0.215426893447929,0.747631956367572,3.63283694758147,"Generalized hyperhidrosis"
"706",0,3,4.92571668924551e-09,0.998215335510023,0,Inf,"Diseases of sebaceous glands"
"706.1",192,136,1.44147165410238,0.00110773049051313,1.15711653799018,1.79570549841911,"Acne"
"706.2",27,40,0.707720920049838,0.165509965553005,0.434178664596685,1.1536009056121,"Sebaceous cyst"
"706.3",2,1,1.99725235516817,0.572190130813653,0.181103391463845,22.0261859150283,"Seborrhea"
"706.8",58,20,2.93168140145168,3.3607544277125e-05,1.76350004867433,4.87369186413042,"Other specified diseases of sebaceous glands"
"707",0,0,NA,NA,NA,NA,"Chronic ulcer of skin"
"707.1",443,45,10.020388563961,4.20168727860385e-49,7.37391381599738,13.6166748728375,"Decubitus ulcer"
"707.2",392,113,3.5386768265954,2.61484009397914e-32,2.87037396033272,4.36257918171463,"Chronic ulcer of leg or foot"
"707.3",39,5,7.92702778149105,1.31265117819547e-05,3.12423527707759,20.1130081045974,"Chronic ulcer of unspecified site"
"709",19,22,0.866002359083968,0.645982908347891,0.46873149579177,1.59997801016589,"Diffuse diseases of connective tissue"
"709.2",60,44,1.37524607122825,0.108497555015669,0.931952559248173,2.02939703063266,"Sicca syndrome"
"709.3",18,11,1.63842349586156,0.197037407630442,0.773832552524709,3.46900830552162,"Systemic sclerosis"
"709.4",14,8,1.7436891885824,0.209656168889118,0.731499602560484,4.15646430392658,"Dermatomyositis and Polymyositis"
"709.5",0,0,NA,NA,NA,NA,"Dermatomyositis"
"709.6",0,0,NA,NA,NA,NA,"Other specified diffuse diseases of connective tissue"
"709.7",2,3,0.673199290860316,0.664665807269276,0.112486950958956,4.0288876296433,"Unspecified diffuse connective tissue disease"
"710",2,0,219330490.825781,0.998534270363795,0,Inf,"Infections involving bone"
"710.1",0,0,NA,NA,NA,NA,"Osteomyelitis"
"710.11",31,2,15.7431461804897,0.000158156466813066,3.76741751927304,65.7868819668524,"Acute osteomyelitis"
"710.12",26,3,8.79411750191545,0.000363986684060906,2.66122136029981,29.0605297970338,"Chronic osteomyelitis"
"710.19",85,7,12.2391104784165,1.89697370287072e-10,5.66285265686512,26.4523614474208,"Unspecified osteomyelitis"
"710.2",0,0,NA,NA,NA,NA,"Periostitis"
"710.3",1,0,218630744.187573,0.99896373288584,0,Inf,"Osteopathy resulting from poliomyelitis"
"711",2,1,2.03092327072027,0.562954174215803,0.184141242875535,22.3993781465952,"Arthropathy associated with infections"
"711.1",22,3,7.41203347418336,0.0011358267872133,2.21838582320725,24.7649618239028,"Pyogenic arthritis"
"711.2",1,0,217069041.376999,0.998964157744302,0,Inf,"Arthropathy in Reiter's disease"
"711.3",2,1,2.0023018938497,0.570788521207914,0.181561239171355,22.0818765746044,"Behcet's syndrome"
"712",6,0,218026576.199638,0.997462333819587,0,Inf,"Infective connective tissue disorders"
"713",3,0,217859561.106229,0.998205474251143,0,Inf,"Arthropathy associated with other disorders classified elsewhere"
"713.5",10,5,2.03717465750328,0.193934946781739,0.696254498857284,5.96057992010801,"Arthropathy associated with neurological disorders"
"714",34,20,1.71838225761882,0.0547507355514036,0.989036175947698,2.98557085686957,"Rheumatoid arthritis & related inflammatory polyarthropathies"
"714.1",492,301,1.64777423102165,8.81772726518142e-12,1.42759996883544,1.90190527857315,"Rheumatoid arthritis"
"714.2",2,3,0.676546360249659,0.668618853081852,0.113044724871524,4.0489724583545,"Juvenile rheumatoid arthritis"
"715",11,7,1.62714348389178,0.314205609316298,0.63050563264035,4.1991629893681,"Inflammatory spondylopathies"
"715.1",91,37,2.50975299031811,2.38594023606208e-06,1.71238976389461,3.6784032497863,"Sacroiliitis NEC"
"715.2",11,1,11.0817882987647,0.0212854129023338,1.4307094817412,85.8357573399048,"Ankylosing spondylitis"
"715.3",7,2,3.51060934695435,0.117295387675941,0.729281781359259,16.8993361714764,"Spinal enthesopathy"
"716",40,42,0.963317186491996,0.865683562262224,0.624734014828997,1.48540015392769,"Other arthropathies"
"716.1",4,1,4.00758998555535,0.214375633988953,0.447921591499121,35.8562252794529,"Unspecified polyarthropathy or polyarthritis"
"716.11",12,6,2.02311079509784,0.158777072744739,0.759269399893617,5.39067857840035,"Polyarthropathy or polyarthritis involving multiple sites NOS"
"716.2",0,2,4.65776423234789e-09,0.998536081226692,0,Inf,"Unspecified monoarthritis"
"716.3",0,0,NA,NA,NA,NA,"Kaschin-Beck disease"
"716.8",0,0,NA,NA,NA,NA,"Palindromic rheumatism"
"716.9",170,66,2.62862234029378,2.68839945524745e-11,1.97813956399038,3.49300703230116,"Arthropathy NOS"
"716.91",21,11,1.91935221702708,0.079824472692104,0.925413894198741,3.98082734233901,"Arthropathy NOS involving multiple sites"
"717",92,62,1.49301317993237,0.0147282742532738,1.08189930085774,2.06034734811689,"Polymyalgia Rheumatica"
"720",234,80,3.00402239576797,2.05490652469534e-17,2.3304034581769,3.87235545957146,"Spinal stenosis"
"720.1",367,216,1.73742220559893,1.19665808014529e-10,1.46855178200579,2.05551888431561,"Spinal stenosis of lumbar region"
"721",0,0,NA,NA,NA,NA,"Spondylosis and allied disorders"
"721.1",646,290,2.29165082547041,9.04080273044456e-32,1.99510937810656,2.63226846783873,"Spondylosis without myelopathy"
"721.2",34,19,1.81119006186383,0.0381235673385382,1.03306535533134,3.17541327203078,"Spondylosis with myelopathy"
"721.8",1,1,0.995811518324363,0.997631942986022,0.0622868515119983,15.9205443196379,"Other allied disorders of spine"
"722",0,0,NA,NA,NA,NA,"Intervertebral disc disorders"
"722.1",332,135,2.51420084513471,1.72446625682967e-19,2.05820344895601,3.07122500104759,"Displacement of intervertebral disc"
"722.3",0,0,NA,NA,NA,NA,"Schmorl's nodes"
"722.6",805,419,1.97849779822276,1.00762803152895e-29,1.75809316656335,2.22653361722812,"Degeneration of intervertebral disc"
"722.7",34,8,4.27602277315717,0.000217643281610253,1.97947023182875,9.23700213448853,"Intervertebral disc disorder with myelopathy"
"722.8",207,44,4.77287355215927,4.78392207213851e-21,3.44712933477147,6.60849064034659,"Postlaminectomy syndrome"
"722.9",38,14,2.77952026978974,0.00107994997608005,1.50580498978522,5.13063310493746,"Other and unspecified disc disorder"
"723",29,16,1.85499372690887,0.0473208458180752,1.00733299082361,3.41595257796318,"Disorders of cervical region"
"723.1",8,2,4.02461316216606,0.0781913049658553,0.854638587908252,18.9524687209878,"Torticollis"
"724",1,0,217141510.36718,0.998964087812192,0,Inf,"Other disorders of back"
"724.1",30,25,1.20058155620182,0.499646914660568,0.706124910131579,2.04127634135354,"Disorders of sacrum"
"724.2",7,0,218437121.76276,0.997258692116545,0,Inf,"Disorders of coccyx"
"724.8",68,33,2.09035496660885,0.000511145381250654,1.37912005267342,3.16838543385389,"Other symptoms referable to back"
"724.9",16,6,2.70515222576608,0.0376706488312562,1.05835684830594,6.91434895166079,"Other unspecified back disorders"
"726",134,123,1.11706979300305,0.375483172123607,0.874479091566761,1.42695798501503,"Peripheral enthesopathies"
"726.1",219,216,1.0383676005632,0.694699502288733,0.860395484113108,1.25315310669115,"Enthesopathy"
"726.2",6,4,1.49818735248917,0.531139564780548,0.422780618969814,5.30905448936573,"Synoviopathy"
"726.3",12,13,0.94471694377136,0.887087394038693,0.430902945649699,2.07120910371832,"Bursitis"
"726.4",22,20,1.14272423196817,0.666116474695036,0.623375115761932,2.09475584974416,"Calcaneal spur; Exostosis NOS"
"727",82,89,0.93799334883856,0.67587361690269,0.694829581074214,1.26625513137358,"Disorders of synovium, tendon, and bursa"
"727.1",2,7,0.292610329843803,0.125349939935068,0.0607853564495737,1.40857617907248,"Synovitis and tenosynovitis"
"727.2",0,0,NA,NA,NA,NA,"Bursitis disorders"
"727.4",0,0,NA,NA,NA,NA,"Ganglion and cyst of synovium, tendon, and bursa"
"727.5",0,0,NA,NA,NA,NA,"Rupture of synovium"
"727.6",0,0,NA,NA,NA,NA,"Rupture of tendon, nontraumatic"
"727.7",0,0,NA,NA,NA,NA,"Contracture of tendon (sheath)"
"727.8",0,0,NA,NA,NA,NA,"Plica syndrome"
"728",27,3,9.03124790236813,0.000299106606115011,2.73979805689787,29.769872443219,"Disorders of muscle, ligament, and fascia"
"728.1",3,1,3.01676316226721,0.338961888081179,0.313779127832582,29.0040323589282,"Muscular calcification and ossification"
"728.2",1,0,227131986.75696,0.998962073268088,0,Inf,"Laxity of ligament or hypermobility syndrome"
"728.7",48,40,1.2385828700727,0.317881466359366,0.81391729122096,1.88481992284035,"Fasciitis"
"728.71",3,1,3.07264731628499,0.331055975845361,0.319498935718655,29.5498997799074,"Dupuytren's disease"
"729",40,18,2.23142557651599,0.00468836968357306,1.27929134404008,3.89220182464841,"Other disorders of soft tissues"
"729.1",0,0,NA,NA,NA,NA,"Rheumatism, unspecified and fibrositis"
"729.3",3,1,3.01712902258912,0.338896565487108,0.313835238015735,29.0058809090558,"Panniculitis"
"729.7",0,0,NA,NA,NA,NA,"Nontraumatic compartment syndrome"
"731",3,1,3.01965363385502,0.338529321030738,0.314100106764562,29.0299425949848,"Osteitis deformans and osteopathies associated with other disorders"
"731.1",9,2,4.5170093796775,0.0537527985055358,0.975949841817633,20.9061704422174,"Paget's disease of bone"
"732",2,1,2.051987805992,0.557337038423641,0.185988465230676,22.6393284697388,"Osteochondropathies"
"732.1",0,0,NA,NA,NA,NA,"Juvenile osteochondrosis"
"732.7",0,0,NA,NA,NA,NA,"Osteochondritis dissecans"
"733",31,36,0.881536341831554,0.607005043187828,0.545225114821727,1.42529443498554,"Other disorders of bone and cartilage"
"733.2",1,0,218623515.012379,0.998963748851413,0,Inf,"Cyst of bone"
"733.4",12,4,3.02841112919121,0.054967224749948,0.976702639090368,9.39003704950637,"Aseptic necrosis of bone"
"733.6",6,0,231649953.953884,0.997456712528985,0,Inf,"Costochondritis"
"733.8",12,4,3.02888706567082,0.0549533871672796,0.97676237368486,9.39241426958152,"Malunion fracture"
"735",1,0,218149367.92767,0.998963867966377,0,Inf,"Acquired foot deformities"
"735.1",2,4,0.518833754542981,0.448767939744941,0.0949861949272024,2.83397461135771,"Flat foot"
"735.2",20,9,2.26658516349083,0.0415999851329582,1.03162880882813,4.97989999832645,"Acquired toe deformities"
"735.21",133,114,1.19757078170407,0.15788954455771,0.932457279499897,1.53806057255565,"Hammer toe"
"735.22",4,7,0.5771984143139,0.380636296939785,0.16894869161624,1.97194785173735,"Claw toe"
"735.23",7,15,0.479429179608436,0.108334793754581,0.19543982130701,1.1760773046295,"Hallux rigidus"
"735.3",80,85,0.963831951652343,0.813123251714932,0.710162098352945,1.30811265932172,"Hallux valgus (Bunion)"
"735.4",28,16,1.76707184388483,0.0692959634599982,0.956026949712425,3.26616619164325,"Acquired deformities of ankle and foot"
"736",1,1,0.998910420720851,0.999384935730937,0.0624806585220624,15.9700946217199,"Acquired deformities of limbs"
"736.1",0,0,NA,NA,NA,NA,"Acquired deformities of forearm"
"736.2",0,0,NA,NA,NA,NA,"Acquired deformities of finger"
"736.3",0,0,NA,NA,NA,NA,"Acquired deformities of hip"
"736.4",1,3,0.337376605234128,0.346744330504849,0.0350887334546853,3.24386099333848,"Genu valgum or varum (acquired)"
"736.5",0,0,NA,NA,NA,NA,"Acquired deformities of knee"
"736.6",7,1,7.05629681038152,0.0675938684477094,0.868148410754091,57.3534709727231,"Unequal leg length (acquired)"
"737",3,3,1.01131647185044,0.989004596320376,0.204099693075888,5.01108546917674,"Curvature of spine"
"737.1",18,12,1.51315147792144,0.266424565405133,0.728851984419608,3.14141615043979,"Kyphosis (acquired)"
"737.2",0,0,NA,NA,NA,NA,"Lordosis (acquired)"
"737.3",136,71,1.96683204987734,3.87496448895107e-06,1.47600038110163,2.62088571382172,"Scoliosis"
"738",3,5,0.598655303125025,0.482338209810488,0.143068864748726,2.50500465345243,"Other acquired musculoskeletal deformity"
"738.4",62,25,2.51733918343227,9.77282471747783e-05,1.58215172240766,4.00530269928856,"Acquired spondylolisthesis"
"739",54,16,3.45716819994083,1.32042282693913e-05,1.97862742402871,6.04055711425773,"Contracture of joint"
"740",1,1,0.994544119126379,0.996913429236029,0.0622075561499539,15.9002871372178,"Osteoarthrosis"
"740.1",122,84,1.49113919985525,0.00484865834115481,1.12924259926457,1.96901543990018,"Osteoarthritis; localized"
"740.11",526,442,1.21692959824478,0.00235170133540664,1.07232188072869,1.38103835583196,"Osteoarthrosis; localized, primary"
"740.12",9,5,1.80649548102236,0.289037260721756,0.605404120800512,5.39049175720685,"Osteoarthrosis; localized, secondary"
"740.2",510,240,2.17365537049968,3.53012863438437e-23,1.864429041205,2.53416867324079,"Osteoarthrosis, generalized"
"740.3",66,22,3.03809362337351,6.37705278350834e-06,1.8751390317581,4.92230853715891,"Osteoarthrosis of multiple sites"
"740.9",1605,727,2.31383703303071,1.58948226308168e-78,2.11967769505462,2.52578107884764,"Osteoarthrosis NOS"
"741",27,13,2.10527826139996,0.0274618368375499,1.08621095959958,4.08041966319059,"Symptoms and disorders of the joints"
"741.1",2,1,2.01006146424218,0.568650797561285,0.182257946667212,22.168290403319,"Ankylosis of joint"
"741.2",64,51,1.28998927533763,0.17512471620822,0.892761301862395,1.86396109129582,"Stiffness of joint"
"741.3",953,194,5.1116774548994,2.90214400310393e-95,4.38027380442832,5.96520847087481,"Difficulty in walking"
"741.4",54,32,1.73845563133464,0.0132117133017361,1.12255599583655,2.69227369799661,"Joint effusions"
"741.5",1,1,0.996728432503075,0.998151193312194,0.0623440289368274,15.9352480919497,"Hemarthrosis"
"741.6",2,2,1.00137613365328,0.99890277913478,0.141052356589462,7.10909186699341,"Villonodular synovitis"
"742",0,0,NA,NA,NA,NA,"Derangement of joint, non-traumatic"
"742.1",0,0,NA,NA,NA,NA,"Loose body in joint"
"742.2",5,0,222044934.288314,0.997681328932844,0,Inf,"Pathological, developmental or recurrent dislocation"
"742.8",2,0,218194591.434753,0.998534636221745,0,Inf,"Articular cartilage disorder"
"742.9",30,25,1.22511106326146,0.45352740030545,0.720457974523069,2.08325422217609,"Other derangement of joint"
"743",0,0,NA,NA,NA,NA,"Osteoporosis, osteopenia, & pathological fractures"
"743.1",0,0,NA,NA,NA,NA,"Osteoporosis, NOS or other"
"743.11",897,625,1.47268188821008,1.10534163361377e-13,1.32968702187653,1.63105445731227,"Osteoporosis"
"743.12",114,127,0.906085209768036,0.444666738979493,0.703621278885283,1.16680724701937,"Behcet's syndrome"
"743.13",30,26,1.169301124834,0.55943266872203,0.691568551767972,1.97704929907914,"Other specified osteoporosis"
"743.2",25,5,5.04042787964588,0.000961410137449571,1.92953206687606,13.166877942093,"Pathologic fracture"
"743.21",108,26,4.23780662003028,3.86134338330882e-11,2.76162546993316,6.50305595175699,"Pathologic fracture of vertebrae"
"743.22",10,1,9.97849745576408,0.0282803505673672,1.27737088330091,77.9494920201924,"Pathologic fracture of femur"
"743.4",6,4,1.53335351979305,0.508148054032424,0.432302193967136,5.43872561710957,"Stress fracture"
"743.9",160,186,0.873809115300436,0.210977444167137,0.707333501555813,1.07946586483276,"Osteopenia"
"745",2754,1326,2.31848844832082,2.37178937822074e-139,2.17130518753876,2.47564861717586,"Pain in joint"
"747",1,1,1.02594067901226,0.985553875975445,0.0641475038967039,16.4083434726792,"Cardiac and circulatory congenital anomalies"
"747.1",19,9,2.15579346750223,0.0577386547469686,0.975102073902406,4.76611177322799,"Cardiac congenital anomalies"
"747.11",33,15,2.22170748325177,0.0103656950286596,1.20673009874909,4.09037956893065,"Cardiac shunt/ heart septal defect"
"747.12",16,7,2.30219199703666,0.0657707148215336,0.947077729006334,5.59625448777099,"Valvular heart disease/ heart chambers"
"747.13",2,4,0.497575857444221,0.420249295375879,0.0911374033457201,2.71657656266743,"Congenital anomalies of great vessels"
"747.2",14,6,2.33491106483216,0.0822435141033444,0.897269700726949,6.07599886216901,"Congenital anomalies of peripheral vascular system"
"748",2,2,1.00098821087667,0.999211920989414,0.140999285704677,7.10625868284695,"Anomalies of respiratory system, congenital"
"749",4,0,218194514.963907,0.997927672217397,0,Inf,"Congenital anomalies of face and neck"
"749.1",0,0,NA,NA,NA,NA,"Cleft palate"
"749.2",0,0,NA,NA,NA,NA,"Congenital anomalies of skull and face bones"
"750",0,0,NA,NA,NA,NA,"Digestive congenital anomalies"
"750.1",0,0,NA,NA,NA,NA,"Upper gastrointestinal congenital anomalies"
"750.11",1,0,237352140.087524,0.998960707741416,0,Inf,"Esophageal atresia/tracheoesophageal fistula"
"750.13",0,0,NA,NA,NA,NA,"Congenital anomalies of mouth/tongue"
"750.14",0,0,NA,NA,NA,NA,"Congenital anomalies of esophagus"
"750.15",1,1,1.02118807676786,0.988171358096486,0.0638720933651307,16.3267717275435,"Congenital anomalies of stomach"
"750.2",0,0,NA,NA,NA,NA,"Lower gastrointestinal congenital anomalies"
"750.21",3,0,217385965.893666,0.998205702577411,0,Inf,"Congenital anomalies of intestine"
"750.22",7,1,7.08809419801152,0.066965531716403,0.872055324172838,57.6122614784093,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas"
"750.5",1,0,217889038.114242,0.998963907383845,0,Inf,"Congenital hypertrophic pyloric stenosis"
"751",0,0,NA,NA,NA,NA,"Genitourinary congenital anomalies"
"751.1",0,0,NA,NA,NA,NA,"Congenital anomalies of genital organs"
"751.11",0,4,4.61869346824391e-09,0.997928806057751,0,Inf,"Congenital anomalies of female genital organs"
"751.12",0,0,NA,NA,NA,NA,"Congenital anomalies of male genital organs"
"751.2",2,1,2.06669909563155,0.553468201582656,0.187274716545921,22.8073774755225,"Congenital anomalies of urinary system"
"751.21",16,8,2.02872141567693,0.102402687489038,0.868076971371669,4.74118162116761,"Cystic kidney disease"
"751.22",3,4,0.756272156794087,0.714557250576975,0.169250777063758,3.37929068961688,"Other specified  anomalies of kidney"
"751.3",0,1,4.54220248869231e-09,0.998963381683172,0,Inf,"Obstructive genitourinary defect"
"752",0,0,NA,NA,NA,NA,"Nervous system congenital anomalies"
"752.1",1,1,0.995084313727913,0.997219789517811,0.0622412518882986,15.9089472236902,"Neural tub defects"
"752.11",4,2,2.0103844203925,0.420045334502031,0.368216678087625,10.9762695670051,"Spina bifida"
"752.2",7,4,1.75546648048602,0.369292993082724,0.513883410254026,5.99681270618686,"Other specified congenital anomalies of nervous system"
"753",2,1,2.04908226312401,0.558069690367105,0.185775619398896,22.6011256731914,"Congenital anomalies of the eye"
"753.1",1,1,1.00844662743284,0.995254646076667,0.0630733409809233,16.1235251623703,"Congenital cataract and lens anomalies"
"753.2",1,0,217115681.49815,0.998964117958704,0,Inf,"Congenital anomalies of posterior segment of eye"
"754",0,1,4.57037093697056e-09,0.998963813225896,0,Inf,"Congenital musculoskeletal deformities of spine"
"754.1",2,2,0.997917945031193,0.998337030946359,0.140570033447357,7.08429955228129,"Lumbosacral spondylolysis, congenital"
"754.2",22,11,2.01635712167923,0.0575616158977161,0.977745913999054,4.15823373325853,"Spondylolisthesis, congenital"
"755",1,0,217331847.942499,0.998964128002881,0,Inf,"Congenital anomalies of limbs"
"755.1",4,6,0.66381734271438,0.525572726904184,0.187326798935623,2.35232474473563,"Congenital deformities of feet"
"755.3",2,0,219831441.938069,0.998534075320808,0,Inf,"Congenital anomaly of fingers/toes"
"755.4",1,0,220092313.978093,0.998963389124349,0,Inf,"Congenital anomalies of upper limb, including shoulder girdle"
"755.6",2,2,1.01769301393771,0.986008263340751,0.143333775023424,7.22578520274347,"Congenital anomalies of lower limb, including pelvic girdle"
"755.61",1,0,217175916.446485,0.998964218668846,0,Inf,"Congenital hip dysplasia and deformity"
"756",14,4,3.50357239388695,0.0270049734199317,1.15324316826306,10.6439126257253,"Congenital musculoskeletal anomalies"
"756.1",1,0,217926584.786255,0.998964037735706,0,Inf,"Congenital anomalies of abdominal wall; diaphram"
"756.2",0,0,NA,NA,NA,NA,"Pectus excavatum and other congenital anomalies of ribs/sternum"
"756.21",0,0,NA,NA,NA,NA,"Pectus excavatum"
"756.22",0,0,NA,NA,NA,NA,"Pectus carinatum"
"756.3",4,0,218409272.290079,0.997927814697186,0,Inf,"Congenital anomalies of muscle, tendon, fascia, and connective tissue"
"756.5",0,0,NA,NA,NA,NA,"Congenital osteodystrophies"
"757",3,1,3.0929699735065,0.328192434665603,0.321659759873289,29.7409388752305,"Congenital anomalies of the integument"
"758",10,1,10.0508729556115,0.0277919547719522,1.28656935147693,78.5189286950413,"Chromosomal anomalies and genetic disorders"
"758.1",18,4,4.50510662750968,0.00646887994995326,1.5246964193772,13.3114930075865,"Chromosomal anomalies"
"759",5,2,2.508719176011,0.271630003465306,0.486711638619629,12.9310076125053,"Other congenital anomalies"
"759.1",0,0,NA,NA,NA,NA,"Anomalies of endocrine glands, congenital"
"760",2327,1031,2.43305274425435,1.01909934979082e-124,2.26093818818458,2.61826956935823,"Back pain"
"761",678,324,2.1727829339995,1.57945062665003e-30,1.90326954023941,2.48046090081682,"Neck pain"
