"","Phecode","No. Schizoaffective Patients with P","No. Schizophrenia Patients with P","Hazard Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"867","440.22",2,3,0.740412283716455,0.742904803749369,0.122895160157672,4.46079690343274,"Atherosclerosis of native arteries of the extremities with intermittent claudication"
"868","440.9",0,0,NA,NA,NA,NA,"Atherosclerosis of aorta"
"869","441",0,0,NA,NA,NA,NA,"Vascular insufficiency of intestine"
"870","441.1",0,0,NA,NA,NA,NA,"Acute vascular insufficiency of intestine"
"871","441.2",0,0,NA,NA,NA,NA,"Chronic vascular insufficiency of intestine"
"872","442",0,0,NA,NA,NA,NA,"Other aneurysm"
"873","442.1",2,4,0.575435770653172,0.5249748689886,0.104718619256648,3.16205779352069,"Aortic aneurysm"
"874","442.11",2,2,1.17242622396225,0.8740446000853,0.164028400363171,8.38015397084252,"Abdominal aortic aneurysm"
"875","442.2",0,0,NA,NA,NA,NA,"Aneurysm of iliac artery"
"876","442.3",0,0,NA,NA,NA,NA,"Aneurysm of artery of lower extremity"
"877","442.4",0,1,4.79080311338885e-09,0.998966737901717,0,Inf,"Arterial dissection"
"878","442.8",0,0,NA,NA,NA,NA,"Aneurysm of other specified artery"
"879","443",0,0,NA,NA,NA,NA,"Peripheral vascular disease"
"880","443.1",4,0,668292338.889003,0.998674354788917,0,Inf,"Raynaud's syndrome"
"881","443.7",1,0,218630744.315232,0.998963788401616,0,Inf,"Peripheral angiopathy in diseases classified elsewhere"
"882","443.8",4,1,4.11147464945371,0.206086577604549,0.459442549815468,36.7929000043422,"Other specified peripheral vascular diseases"
"883","443.9",19,25,0.833769452502337,0.553473334835005,0.456980343264332,1.52122845144772,"Peripheral arterial disease"
"884","444",0,0,NA,NA,NA,NA,"Arterial embolism and thrombosis"
"885","444.1",0,1,4.57087913781018e-09,0.998963757388434,0,Inf,"Arterial embolism and thrombosis of lower extremity artery"
"886","444.2",0,0,NA,NA,NA,NA,"Embolism and thrombosis of abdominal aorta"
"887","444.5",0,0,NA,NA,NA,NA,"Atheroembolism"
"888","446",0,0,NA,NA,NA,NA,"Polyarteritis nodosa and allied conditions"
"889","446.1",0,0,NA,NA,NA,NA,"Thromboangiitis obliterans"
"890","446.2",0,0,NA,NA,NA,NA,"Kawasaki disease"
"891","446.3",0,0,NA,NA,NA,NA,"Hypersensitivity angiitis"
"892","446.4",1,1,1.00336587959453,0.998104198992471,0.0627591224966022,16.0413824841003,"Wegener's granulomatosis"
"893","446.5",0,0,NA,NA,NA,NA,"Giant cell arteritis"
"894","446.6",0,0,NA,NA,NA,NA,"Polyarteritis nodosa"
"895","446.7",0,0,NA,NA,NA,NA,"Takayasu's disease"
"896","446.8",0,0,NA,NA,NA,NA,"Thrombotic microangiopathy"
"897","446.9",0,0,NA,NA,NA,NA,"Arteritis NOS"
"898","447",1,1,218919710.14214,0.99896371040495,0,Inf,"Other disorders of arteries and arterioles"
"899","447.1",2,1,2.12364229484184,0.538778693902747,0.192362218359451,23.4446069238706,"Stricture of artery"
"900","447.7",1,0,638182830.735731,0.999337097021489,0,Inf,"Aortic ectasia"
"901","448",0,0,NA,NA,NA,NA,"Disease of capillaries"
"902","450",4,3,1.33345368813595,0.706335344295643,0.298443355336563,5.95791029221658,"Noninfectious disorders of lymphatic channels"
"903","451",0,2,4.58399946222237e-09,0.998534754077505,0,Inf,"Phlebitis and thrombophlebitis"
"904","451.2",0,1,4.57239321279887e-09,0.998963764803597,0,Inf,"Phlebitis and thrombophlebitis of lower extremities"
"905","452",6,17,0.381486983201767,0.0430095777451667,0.150011317824086,0.970142256353263,"Venous embolism & thrombosis"
"906","452.2",14,18,0.805154003059861,0.54356637902001,0.400113031572194,1.62022458027926,"Deep vein thrombosis"
"907","452.8",0,0,NA,NA,NA,NA,"Postphlebitic syndrome"
"908","453",1,0,219512865.52599,0.998963568017838,0,Inf,"Chronic venous hypertension"
"909","454",0,0,NA,NA,NA,NA,"Varicose veins"
"910","454.1",1,0,840967492.266746,0.999341374900154,0,Inf,"Varicose veins of lower extremity"
"911","454.11",2,3,0.865673468092767,0.877494419168709,0.138297352262512,5.41869053239201,"Varicose veins of lower extremity, symptomtic"
"912","455",4,1,4.44003906907384,0.182577009537947,0.495917411489488,39.7524799052552,"Hemorrhoids"
"913","456",7,6,1.36475814339356,0.581564695800813,0.451581706731558,4.12453552080272,"Chronic venous insufficiency"
"914","457",0,0,NA,NA,NA,NA,"Encounter for long-term use of anticoagulants/antithrombotics"
"915","457.2",0,0,NA,NA,NA,NA,"Encounter for long-term use of antiplatelets/antithrombotics"
"916","457.3",5,0,623723149.295243,0.998518846990672,0,Inf,"Encounter for long-term use of aspirin"
"917","458",0,0,NA,NA,NA,NA,"Hypotension"
"918","458.1",4,8,0.504332826321659,0.263667219404437,0.151859478734181,1.67491421560071,"Orthostatic hypotension"
"919","458.2",1,0,218415359.230998,0.998963835810807,0,Inf,"Iatrogenic hypotension"
"920","458.9",12,14,0.994568736551567,0.989163907888445,0.453219738612503,2.1825328586836,"Hypotension NOS"
"921","459",0,2,4.63727054323355e-09,0.998535674838863,0,Inf,"Other disorders of circulatory system"
"922","459.1",0,0,NA,NA,NA,NA,"Hemorrhage NOS"
"923","459.7",1,0,218341417.405243,0.998963853182419,0,Inf,"Blood vessel replaced"
"924","459.9",0,2,4.70718339381446e-09,0.998537110644988,0,Inf,"Circulatory disease NEC"
"925","464",10,26,0.466054429655823,0.0423604033038729,0.223000782763558,0.97401779809945,"Acute sinusitis"
"926","465",14,23,0.756714376359846,0.419731935547944,0.384460951580814,1.4894013164021,"Acute upper respiratory infections"
"927","465.2",4,15,0.340371770088818,0.0582325796955031,0.111581301140636,1.03828276502507,"Acute pharyngitis"
"928","465.4",0,0,NA,NA,NA,NA,"Acute laryngitis and tracheitis"
"929","470",1,2,0.563849616731911,0.64050042053626,0.050911111409276,6.24473482287399,"Deviated nasal septum"
"930","471",1,0,221762259.483202,0.998963054876704,0,Inf,"Nasal polyps"
"931","472",2,3,0.841033756675445,0.850838123885051,0.138411661875663,5.11039149651294,"Chronic pharyngitis and nasopharyngitis"
"932","473",3,0,218510183.128545,0.99820526090813,0,Inf,"Diseases of the larynx and vocal cords"
"933","473.1",1,0,224416723.745253,0.998962516500284,0,Inf,"Chronic laryngitis"
"934","473.3",0,1,4.57392213338071e-09,0.998963794402533,0,Inf,"Paralysis/spasm of vocal cords or larynx"
"935","473.4",2,3,0.877079991208407,0.888432495978832,0.140358725284671,5.48073737074723,"Voice disturbance"
"936","474",0,0,NA,NA,NA,NA,"Acute and chronic tonsillitis"
"937","474.1",0,1,7.15544095181075e-09,0.999039483142021,0,Inf,"Acute tonsillitis"
"938","474.2",0,1,2.24728044659779e-09,0.999360963187334,0,Inf,"Chronic tonsillitis and adenoiditis"
"939","475",8,15,0.603479949265716,0.253304764662199,0.25371290433417,1.43543368486323,"Chronic sinusitis"
"940","475.9",0,0,NA,NA,NA,NA,"Postnasal drip"
"941","476",43,59,0.812714222102868,0.304600452686793,0.547010959714391,1.2074792928338,"Allergic rhinitis"
"942","477",1,1,1.19468958542,0.900296451741871,0.0739079674071764,19.3116284425437,"Epistaxis or throat hemorrhage"
"943","478",0,1,1.78706172232026e-09,0.99934123259686,0,Inf,"Throat pain"
"944","479",2,7,0.321196432564415,0.159920249637137,0.0659001047464994,1.56550810790005,"Other upper respiratory disease"
"945","480",20,43,0.544373058051761,0.0262612421787893,0.31839971091843,0.930723289533841,"Pneumonia"
"946","480.1",5,8,0.645694336114002,0.442995721107205,0.211187457129257,1.97417584054022,"Bacterial pneumonia"
"947","480.11",3,1,3.00421210427349,0.340772293452131,0.312497733140962,28.8811386781876,"Pneumococcal pneumonia"
"948","480.12",0,1,4.57839291700103e-09,0.998963832471107,0,Inf,"Pseudomonal pneumonia"
"949","480.13",0,0,NA,NA,NA,NA,"MRSA pneumonia"
"950","480.2",1,0,218630744.006883,0.998963788378172,0,Inf,"Viral pneumonia"
"951","480.3",0,1,4.57392213856749e-09,0.998963794390486,0,Inf,"Pneumonia due to fungus"
"952","480.5",0,0,NA,NA,NA,NA,"Bronchopneumonia and lung abscess"
"953","481",1,0,596368817.087696,0.999338663227283,0,Inf,"Influenza"
"954","483",5,16,0.35775057662116,0.0452905952797993,0.130774257032663,0.978674839963383,"Acute bronchitis and bronchiolitis"
"955","495",93,109,0.941148047664827,0.669786130631144,0.712176236362861,1.24373659551877,"Asthma"
"956","495.1",0,7,5.08596339136181e-09,0.997367114348547,0,Inf,"Chronic obstructive asthma"
"957","495.11",0,1,4.57091316838911e-09,0.998963746264214,0,Inf,"Chronic obstructive asthma with exacerbation"
"958","495.2",12,8,1.63959357919908,0.279529787330721,0.669164474007395,4.01734881239545,"Asthma with exacerbation"
"959","496",70,71,1.04680394201204,0.786731923599446,0.751548564753385,1.45805413569184,"Chronic airway obstruction"
"960","496.1",5,3,1.76342327052835,0.437668585573882,0.420955665691567,7.38714758936002,"Emphysema"
"961","496.2",1,2,0.721049161493392,0.791389992789256,0.063899659325958,8.13637973620807,"Chronic bronchitis"
"962","496.21",14,23,0.692167216233906,0.280972713999715,0.354591088601198,1.35112096899825,"Obstructive chronic bronchitis"
"963","496.3",1,3,0.336884026349344,0.346077904311309,0.0350405233270138,3.23884566877606,"Bronchiectasis"
"964","497",2,0,616035661.566751,0.999063532138214,0,Inf,"Bronchitis"
"965","498",0,0,NA,NA,NA,NA,"Acute bronchospasm"
"966","499",0,1,4.57392213906053e-09,0.998963794406482,0,Inf,"Cystic fibrosis"
"967","500",0,0,NA,NA,NA,NA,"Lung disease due to external agents"
"968","500.1",0,0,NA,NA,NA,NA,"Extrinsic allergic alveolitis"
"969","500.2",0,0,NA,NA,NA,NA,"Pneumoconiosis"
"970","501",6,5,1.20253783015856,0.76068439601769,0.36700263136254,3.94029118427204,"Pneumonitis due to inhalation of food or vomitus"
"971","502",5,3,1.67784040214365,0.478565902301727,0.40096595977045,7.02091623108663,"Postinflammatory pulmonary fibrosis"
"972","503",1,5,0.230864955005916,0.181811924048338,0.026842171327021,1.98563025325116,"Pulmonary congestion and hypostasis"
"973","504",1,0,231492879.368222,0.998961366531675,0,Inf,"Other alveolar and parietoalveolar pneumonopathy"
"974","504.1",0,1,4.57392212995277e-09,0.998963794387738,0,Inf,"Idiopathic fibrosing alveolitis"
"975","505",0,4,4.72768039802641e-09,0.997932344042587,0,Inf,"Other pulmonary inflamation or edema"
"976","506",3,1,3.01378283010404,0.339379089636215,0.313491663739475,28.9732965740938,"Empyema and pneumothorax"
"977","507",7,21,0.377692786230159,0.0263347815232158,0.159961980101903,0.891785914874429,"Pleurisy; pleural effusion"
"978","508",7,21,0.368995921263879,0.0227252967311321,0.156493249784405,0.870056632455126,"Pulmonary collapse; interstitial/compensatory emphysema"
"979","509",0,5,4.76403456547545e-09,0.997690079716257,0,Inf,"Respiratory failure, insufficiency, arrest"
"980","509.1",32,43,0.821371752797423,0.403648697701702,0.517573005950038,1.30349061588934,"Respiratory failure"
"981","509.2",0,7,4.69912327676556e-09,0.997263078027817,0,Inf,"Respiratory insufficiency"
"982","509.3",0,0,NA,NA,NA,NA,"Pulmonary insufficiency or respiratory failure following trauma and surgery"
"983","509.5",0,0,NA,NA,NA,NA,"Respiratory arrest"
"984","509.8",7,2,3.91913673699983,0.0891258769568963,0.8115216763467,18.9269531683337,"Dependence on respirator [Ventilator] or supplemental oxygen"
"985","510",0,9,4.58254606087203e-09,0.996891639836675,0,Inf,"Other diseases of lung"
"986","510.1",0,1,4.57392214294079e-09,0.998963794408448,0,Inf,"Lung involvement in conditions classified elsewhere"
"987","510.2",0,0,NA,NA,NA,NA,"Lung transplant"
"988","512",0,0,NA,NA,NA,NA,"Wheezing and painful respiration"
"989","512.1",2,1,2.00071898913398,0.571226726413918,0.181418403166,22.0643352803552,"Wheezing"
"990","512.2",0,3,1.77634614832393e-09,0.998858655901474,0,Inf,"Painful respiration"
"991","512.3",0,0,NA,NA,NA,NA,"Abnormal chest sounds"
"992","512.7",45,75,0.696852247565361,0.0581446651274579,0.479590117396865,1.01253765939271,"Shortness of breath"
"993","512.8",27,36,0.979216999301893,0.935986195731271,0.586537077692251,1.63479167505402,"Cough"
"994","512.9",11,39,0.32461235463205,0.00102202914177764,0.165871441283921,0.635270182522843,"Other dypnea"
"995","513",1,0,218483309.825379,0.998963819503303,0,Inf,"Respiratory abnormalities"
"996","513.3",2,0,218666482.896289,0.998534548135003,0,Inf,"Hypoventilation"
"997","513.31",0,0,NA,NA,NA,NA,"Apnea"
"998","513.32",0,0,NA,NA,NA,NA,"Orthopnea"
"999","513.4",0,0,NA,NA,NA,NA,"Hyperventilation"
"1000","513.8",0,1,5.04229767722469e-09,0.998971119458099,0,Inf,"Disorders of diaphragm"
"1001","514",9,11,0.935366536798268,0.884424852617491,0.379945182263431,2.30272839084291,"Abnormal findings examination of lungs"
"1002","514.1",0,0,NA,NA,NA,NA,"Abnormal pulmonary function"
"1003","514.2",1,0,219679925.712819,0.998963526246725,0,Inf,"Solitary pulmonary nodule"
"1004","516",0,1,4.57243060951893e-09,0.998963753623867,0,Inf,"Abnormal sputum"
"1005","516.1",1,2,0.52997934154675,0.604453222063263,0.047967616229968,5.8555776697289,"Hemoptysis"
"1006","519",0,0,NA,NA,NA,NA,"Diseases of respiratory system"
"1007","519.1",1,0,231766845.981491,0.998961326202908,0,Inf,"Tracheostomy complications"
"1008","519.2",0,0,NA,NA,NA,NA,"Respiratory complications"
"1009","519.8",0,1,4.57237458826913e-09,0.998963763876964,0,Inf,"Other diseases of respiratory system"
"1010","519.9",0,0,NA,NA,NA,NA,"Symptoms involving respiratory system"
"1011","520",0,0,NA,NA,NA,NA,"Disorders of tooth development"
"1012","520.1",0,0,NA,NA,NA,NA,"Hereditary disturbances in tooth structure"
"1013","520.2",0,0,NA,NA,NA,NA,"Disturbances in tooth eruption"
"1014","521",0,0,NA,NA,NA,NA,"Diseases of hard tissues of teeth"
"1015","521.1",0,1,4.57392213586648e-09,0.998963794307364,0,Inf,"Dental caries"
"1016","521.2",0,0,NA,NA,NA,NA,"Dental abrasion, erosion and attrition"
"1017","521.4",0,0,NA,NA,NA,NA,"Tooth complications likely association with other diseases"
"1018","522",0,0,NA,NA,NA,NA,"Diseases of pulp and periapical tissues"
"1019","522.1",0,0,NA,NA,NA,NA,"Pulpitis and necrosis of tooth pulp"
"1020","522.5",0,0,NA,NA,NA,NA,"Periapical abscess"
"1021","523",0,0,NA,NA,NA,NA,"Gingival and periodontal diseases"
"1022","523.1",0,0,NA,NA,NA,NA,"Gingivitis"
"1023","523.3",0,0,NA,NA,NA,NA,"Periodontitis (acute or chronic)"
"1024","523.31",0,0,NA,NA,NA,NA,"Acute periodontitis"
"1025","523.32",0,0,NA,NA,NA,NA,"Chronic periodontitis"
"1026","524",0,0,NA,NA,NA,NA,"Dentofacial anomalies, including malocclusion"
"1027","524.3",0,0,NA,NA,NA,NA,"Anomalies of tooth position/malocclusion"
"1028","525",1,0,229536879.07555,0.998961640130164,0,Inf,"Other diseases of the teeth and supporting structures"
"1029","525.1",0,0,NA,NA,NA,NA,"Loss of teeth or edentulism"
"1030","525.2",0,0,NA,NA,NA,NA,"Atrophy of edentulous alveolar ridge"
"1031","526",0,0,NA,NA,NA,NA,"Diseases of the jaws"
"1032","526.1",0,0,NA,NA,NA,NA,"Cysts of the jaws"
"1033","526.3",0,0,NA,NA,NA,NA,"Anomalies of jaw size/symmetry"
"1034","526.4",0,0,NA,NA,NA,NA,"Temporomandibular joint disorders"
"1035","526.41",0,1,4.57392213621403e-09,0.998963794261742,0,Inf,"Temporomandibular joint disorder NOS"
"1036","526.42",0,0,NA,NA,NA,NA,"Arthralgia/ankylosis of temporomandibular joint"
"1037","526.5",0,0,NA,NA,NA,NA,"Inflammatory conditions of jaw"
"1038","526.8",0,0,NA,NA,NA,NA,"Exostosis of jaw"
"1039","526.9",0,0,NA,NA,NA,NA,"Jaw disease NOS"
"1040","527",0,0,NA,NA,NA,NA,"Diseases of the salivary glands"
"1041","527.1",0,0,NA,NA,NA,NA,"Hypertrophy of salivary gland"
"1042","527.2",0,0,NA,NA,NA,NA,"Sialoadenitis"
"1043","527.7",0,1,4.67352763839494e-09,0.998965036719806,0,Inf,"Disturbance of salivary secretion"
"1044","527.8",0,0,NA,NA,NA,NA,"Other specified diseases of the salivary glands"
"1045","528",0,0,NA,NA,NA,NA,"Diseases of the oral soft tissues"
"1046","528.1",0,0,NA,NA,NA,NA,"Stomatitis and mucositis"
"1047","528.11",0,0,NA,NA,NA,NA,"Ulcerative stomatitis & mucositis"
"1048","528.12",0,0,NA,NA,NA,NA,"Oral aphthae"
"1049","528.3",0,0,NA,NA,NA,NA,"Cellulitis and abscess of oral soft tissues"
"1050","528.4",0,0,NA,NA,NA,NA,"Cysts of oral soft tissues"
"1051","528.41",0,0,NA,NA,NA,NA,"Cyst of the salivary gland"
"1052","528.5",0,0,NA,NA,NA,NA,"Diseases of lips"
"1053","528.6",0,0,NA,NA,NA,NA,"Leukoplakia of oral mucosa"
"1054","528.7",0,0,NA,NA,NA,NA,"Sialolithiasis"
"1055","529",0,0,NA,NA,NA,NA,"Diseases of the tongue"
"1056","529.1",0,0,NA,NA,NA,NA,"Glossitis"
"1057","529.6",0,0,NA,NA,NA,NA,"Glossodynia"
"1058","530",0,1,4.57392213716798e-09,0.998963794294483,0,Inf,"Diseases of esophagus"
"1059","530.1",1,6,0.183943799884045,0.117309800205147,0.022104570264915,1.53069347697231,"Esophagitis, GERD and related diseases"
"1060","530.11",100,83,1.33708402880548,0.0521913006772514,0.997249098335151,1.79272531112971,"GERD"
"1061","530.12",0,1,3.62069961538487e-08,0.999229235848186,0,Inf,"Ulcer of esophagus"
"1062","530.13",1,4,0.320213488221392,0.309033454120092,0.03569097560065,2.87290207996007,"Barrett's esophagus"
"1063","530.14",7,4,2.35835047074,0.190088659977286,0.653526282192613,8.5104717199428,"Reflux esophagitis"
"1064","530.15",1,0,218630744.051861,0.998963788354258,0,Inf,"Eosinophilic esophagitis"
"1065","530.2",2,4,0.50879343966909,0.435325832278166,0.0931646117079145,2.77863836390907,"Esophageal bleeding"
"1066","530.3",1,0,842239384.389073,0.999341434483609,0,Inf,"Stricture and stenosis of esophagus"
"1067","530.5",0,1,4.57692555347723e-09,0.998963828702561,0,Inf,"Disorders of esophageal motility"
"1068","530.6",0,0,NA,NA,NA,NA,"Diverticulum of esophagus, acquired"
"1069","530.7",0,0,NA,NA,NA,NA,"Gastroesophageal laceration-hemorrhage syndrome"
"1070","530.9",1,0,640637095.845676,0.99933703800813,0,Inf,"Heartburn"
"1071","531",0,0,NA,NA,NA,NA,"Peptic ulcer"
"1072","531.1",0,1,4.57240890188627e-09,0.998963765685307,0,Inf,"Hemorrhage from gastrointestinal ulcer"
"1073","531.2",0,0,NA,NA,NA,NA,"Gastric ulcer"
"1074","531.3",0,1,4.57240939153442e-09,0.99896376571014,0,Inf,"Duodenal ulcer"
"1075","531.4",5,1,5.11098372873504,0.136455981988256,0.597004873713243,43.7553457694912,"Peptic ulcers"
"1076","531.5",0,0,NA,NA,NA,NA,"Gastrojejunal ulcer"
"1077","532",32,26,1.3255037726742,0.287790548297778,0.788370540014333,2.22859703933328,"Dysphagia"
"1078","533",0,0,NA,NA,NA,NA,"Heartburn"
"1079","535",0,0,NA,NA,NA,NA,"Gastritis and duodenitis"
"1080","535.1",1,2,0.518695348239136,0.592024164895274,0.0470177838967207,5.72219364647009,"Acute gastritis"
"1081","535.2",0,0,NA,NA,NA,NA,"Atrophic gastritis"
"1082","535.6",0,1,2.25059053847383e-09,0.999361150134179,0,Inf,"Duodenitis"
"1083","535.8",0,3,2.02935387416054e-09,0.998878239562381,0,Inf,"Other specified gastritis"
"1084","535.9",2,4,0.714400427288959,0.698981334790049,0.129911281011345,3.92858854548649,"Gastritis and duodenitis, NOS"
"1085","536",0,0,NA,NA,NA,NA,"Disorders of function of stomach"
"1086","536.3",1,5,0.21681307462846,0.163120819389306,0.0252963585800258,1.85828759428497,"Gastroparesis"
"1087","536.7",2,1,2.00201404516423,0.570867697523924,0.18153579970664,22.0786216465943,"Complications of gastrostomy, colostomy and enterostomy"
"1088","536.8",0,0,NA,NA,NA,NA,"Dyspepsia and disorders of function of stomach"
"1089","537",0,0,NA,NA,NA,NA,"Other disorders of stomach and duodenum"
"1090","537.1",0,1,4.65453768499128e-09,0.998964783338231,0,Inf,"Lesions of stomach and duodenum"
"1091","539",16,2,8.30852447766233,0.00476202425591209,1.91005800587979,36.1410903665816,"Bariatric surgery"
"1092","540",0,0,NA,NA,NA,NA,"Appendiceal conditions"
"1093","540.1",0,0,NA,NA,NA,NA,"Appendicitis"
"1094","540.11",1,1,1,1,0.0625488361661124,15.9875077026897,"Acute appendicitis"
"1095","550",0,0,NA,NA,NA,NA,"Abdominal hernia"
"1096","550.1",2,4,0.546093941935529,0.485001577243683,0.099958182640262,2.98343352731751,"Inguinal hernia"
"1097","550.2",1,6,0.203154814132764,0.142799989996633,0.0241033448535357,1.71228842951494,"Diaphragmatic hernia"
"1098","550.3",0,0,NA,NA,NA,NA,"Femoral hernia"
"1099","550.4",0,2,4.73759820822406e-09,0.998537810160243,0,Inf,"Umbilical hernia"
"1100","550.5",0,0,NA,NA,NA,NA,"Ventral hernia"
"1101","550.6",0,0,NA,NA,NA,NA,"Incisional hernia"
"1102","555",0,0,NA,NA,NA,NA,"Inflammatory bowel disease"
"1103","555.1",4,9,0.452988632590937,0.187630960300374,0.139481297339464,1.47115566868584,"Crohn's disease"
"1104","555.2",3,9,0.351698665663436,0.117383588671993,0.0950858458304208,1.30084504532922,"Ulcerative colitis"
"1105","555.21",1,2,0.520532718326519,0.594001956615042,0.0471901528187753,5.74175531681246,"Ulcerative colitis (chronic)"
"1106","556",0,0,NA,NA,NA,NA,"Ulceration of the lower GI tract"
"1107","556.1",0,1,1.11604991127151e-08,0.999287318560632,0,Inf,"Ulceration of intestine"
"1108","556.11",0,0,NA,NA,NA,NA,"Angiodysplasia of intestine"
"1109","557",1,0,218630743.947952,0.99896378836278,0,Inf,"Intestinal malabsorption"
"1110","557.1",2,1,2.00543972340911,0.569920140335906,0.181845760846367,22.1164819323175,"Celiac or tropical sprue"
"1111","557.11",0,3,5.16073200752978e-09,0.998233884383391,0,Inf,"Celiac disease"
"1112","557.8",0,0,NA,NA,NA,NA,"Other specified intestinal malabsorption"
"1113","557.9",0,1,4.57392213124077e-09,0.998963794375793,0,Inf,"Intestinal malabsorption NOS"
"1114","558",1,8,0.127483092365966,0.0521607108910088,0.0159418871722327,1.01944886848131,"Noninfectious gastroenteritis"
"1115","559",2,2,1.00085297987792,0.999319711689716,0.140983246828675,7.10514695797722,"Ileostomy status"
"1116","560",0,0,NA,NA,NA,NA,"Intestinal obstruction without mention of hernia"
"1117","560.1",0,2,4.57240731641606e-09,0.998534543643697,0,Inf,"Paralytic ileus"
"1118","560.2",0,0,NA,NA,NA,NA,"Impaction of intestine"
"1119","560.3",0,1,4.57392213843697e-09,0.998963794381537,0,Inf,"Peritoneal or intestinal adhesions"
"1120","560.4",0,5,4.99571096375494e-09,0.997704254756248,0,Inf,"Other intestinal obstruction"
"1121","561",2,3,0.681467335426291,0.674455770763009,0.113835586684195,4.07954790571205,"Symptoms involving digestive system"
"1122","561.1",16,38,0.495709326299174,0.0199347168865355,0.274529571339915,0.895086583862864,"Diarrhea"
"1123","561.2",2,6,0.424813113644171,0.301216475872904,0.0838154060875574,2.15313854514446,"Flatulence"
"1124","562",0,0,NA,NA,NA,NA,"Diverticulosis and diverticulitis"
"1125","562.1",3,9,0.417508470214345,0.193895961356761,0.111783342531127,1.55938549298777,"Diverticulosis"
"1126","562.2",1,2,0.522481759576097,0.59624616416284,0.0473265075838126,5.76816678488877,"Diverticulitis"
"1127","563",39,39,1.24511972671122,0.348617009330104,0.787249387163703,1.96929100120474,"Constipation"
"1128","564",1,3,0.374600275093911,0.396415982621623,0.0387267605960623,3.62347286322476,"Functional digestive disorders"
"1129","564.1",10,15,0.798321814692453,0.58773202434258,0.353605448845144,1.8023413437075,"Irritable Bowel Syndrome"
"1130","564.8",0,0,NA,NA,NA,NA,"Abnormal findings on exam of gastrointestinal tract/abdominal area"
"1131","564.9",1,0,637277142.643193,0.999337117542176,0,Inf,"History of diseases of digestive system"
"1132","565",3,7,0.472569600467142,0.278370045647556,0.121861315879576,1.8325916282273,"Anal and rectal conditions"
"1133","565.1",0,0,NA,NA,NA,NA,"Anal and rectal polyp"
"1134","567",1,6,0.166532879852827,0.0969968844560965,0.0200492085346885,1.38325660207948,"Peritonitis and retroperitoneal infections"
"1135","568",0,0,NA,NA,NA,NA,"Other disorders of peritoneum"
"1136","568.1",1,1,1.01223138251336,0.993141135045369,0.0633137181314358,16.1831022088747,"Peritoneal adhesions (postoperative) (postinfection)"
"1137","569",1,3,0.334464870655126,0.342881687355014,0.034790683535817,3.21542258826801,"Other disorders of intestine"
"1138","569.1",0,0,NA,NA,NA,NA,"Toxic gastroenteritis and colitis"
"1139","569.2",2,2,1.205138403202,0.853879620665273,0.16543712327038,8.77891577272309,"Gastrointestinal complications"
"1140","571",0,0,NA,NA,NA,NA,"Chronic liver disease and cirrhosis"
"1141","571.5",11,14,0.866140456737684,0.72240738473023,0.391965467764833,1.91394230485595,"Chronic nonalcoholic liver disease"
"1142","571.51",7,19,0.369586259633139,0.0243724346837875,0.155366386001528,0.879173461035966,"Cirrhosis of liver without mention of alcohol"
"1143","571.6",0,0,NA,NA,NA,NA,"Biliary cirrhosis"
"1144","571.8",3,12,0.250146308416289,0.0318149389987213,0.070590287386371,0.886427551595127,"Liver abscess and sequelae of chronic liver disease"
"1145","571.81",1,5,0.214591395204676,0.160708222453037,0.0249852449077002,1.84306646046512,"Portal hypertension"
"1146","572",2,16,0.129108540649409,0.00635679968217523,0.0296752191303041,0.561714984998973,"Ascites (non malignant)"
"1147","573",1,1,1.07945991457243,0.956903773739785,0.0674269834631541,17.281415352141,"Disorders of liver"
"1148","573.1",0,0,NA,NA,NA,NA,"Chronic passive congestion of liver"
"1149","573.2",2,1,1.99956491355519,0.57154697811501,0.181313763427232,22.0516069378574,"Liver replaced by transplant"
"1150","573.3",0,0,NA,NA,NA,NA,"Hepatomegaly"
"1151","573.4",1,1,1.01877420198762,0.989506750023243,0.0637155026462801,16.2896129125353,"Acute and subacute necrosis of liver"
"1152","573.5",1,2,0.499945132397354,0.571365294176127,0.0453333295429627,5.51349609498533,"Jaundice"
"1153","573.6",3,0,219877461.380652,0.998204714545716,0,Inf,"Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]"
"1154","573.7",7,6,1.23166187339317,0.708152681858639,0.413709214514486,3.66680488891375,"Abnormal results of function study of liver"
"1155","573.8",0,4,4.8729589836078e-09,0.99793716693764,0,Inf,"Other specified disorders of liver"
"1156","573.9",5,7,0.805966539306506,0.713980425281569,0.254297191490662,2.55442090678991,"Abnormal serum enzyme levels"
"1157","573.91",0,4,1.94968486516989e-09,0.998696710434897,0,Inf,"Elevated levels of transaminase or lactic acid dehydrogenase"
"1158","574",0,0,NA,NA,NA,NA,"Cholelithiasis and cholecystitis"
"1159","574.1",3,7,0.543919498143322,0.382557325151369,0.138649362738034,2.13378853402639,"Cholelithiasis"
"1160","574.11",1,0,218336847.528836,0.9989638570129,0,Inf,"Cholelithiasis with acute cholecystitis"
"1161","574.12",0,1,4.57392213142434e-09,0.998963794185393,0,Inf,"Cholelithiasis with other cholecystitis"
"1162","574.2",1,1,1.03341787848754,0.981457714562716,0.0646209178861555,16.5264212659301,"Calculus of bile duct"
"1163","574.3",0,3,6.6491356335299e-09,0.99835096418738,0,Inf,"Cholecystitis without cholelithiasis"
